emp_length_num,home_ownership,dti,purpose,term (in months),bad_loans
3,RENT,26.3,debt_consolidation,60,1
4,MORTGAGE,19.89,debt_consolidation,60,0
11,MORTGAGE,10.8,other,36,0
0,MORTGAGE,18.47,debt_consolidation,36,0
7,RENT,27.18,car,60,0
2,RENT,2.55,debt_consolidation,36,0
4,RENT,12.56,major_purchase,36,0
1,RENT,22.04,debt_consolidation,36,0
11,MORTGAGE,16.84,debt_consolidation,36,0
11,MORTGAGE,20.28,credit_card,36,0
8,RENT,19.05,debt_consolidation,60,1
0,MORTGAGE,22.58,other,36,1
3,RENT,20.07,debt_consolidation,36,0
6,RENT,26.76,credit_card,36,0
7,RENT,27.76,debt_consolidation,60,0
11,MORTGAGE,6.48,debt_consolidation,36,0
4,RENT,17.97,debt_consolidation,36,0
11,MORTGAGE,14.9,debt_consolidation,36,1
1,RENT,20.04,debt_consolidation,36,0
3,RENT,8.45,debt_consolidation,36,0
11,MORTGAGE,31.83,debt_consolidation,60,0
11,RENT,20.2,debt_consolidation,36,0
11,RENT,7.79,debt_consolidation,36,0
9,MORTGAGE,21.11,credit_card,36,0
6,MORTGAGE,24.19,home_improvement,36,0
7,RENT,7.15,debt_consolidation,36,0
1,RENT,25.07,debt_consolidation,36,0
2,RENT,0.39,moving,36,0
6,RENT,14.58,debt_consolidation,36,0
0,OWN,23.23,debt_consolidation,36,0
11,RENT,12.4,credit_card,36,0
3,MORTGAGE,18.55,major_purchase,36,0
1,MORTGAGE,11.9,other,36,0
2,OWN,16.87,debt_consolidation,36,0
11,MORTGAGE,9.42,debt_consolidation,60,0
1,MORTGAGE,10.93,debt_consolidation,36,0
11,RENT,23.69,debt_consolidation,36,1
10,MORTGAGE,6.16,debt_consolidation,60,0
3,RENT,0.73,medical,60,0
1,RENT,2.56,debt_consolidation,36,0
11,OWN,22.01,debt_consolidation,36,0
1,RENT,14.34,debt_consolidation,36,0
6,MORTGAGE,10.88,credit_card,36,0
6,RENT,15.67,credit_card,36,0
2,RENT,4.83,debt_consolidation,36,0
4,RENT,3.99,debt_consolidation,36,0
8,RENT,11.15,debt_consolidation,36,1
5,RENT,12.35,debt_consolidation,60,0
11,RENT,11.92,credit_card,60,0
2,RENT,3.13,debt_consolidation,36,0
6,MORTGAGE,21.11,debt_consolidation,36,0
4,OWN,26.68,credit_card,36,0
8,MORTGAGE,19.69,credit_card,36,0
7,RENT,19.24,debt_consolidation,36,0
11,OWN,7.31,credit_card,36,0
11,MORTGAGE,3.08,debt_consolidation,36,0
11,RENT,10.16,debt_consolidation,60,0
1,RENT,12.06,debt_consolidation,60,0
2,MORTGAGE,0.72,other,36,0
11,RENT,20.07,debt_consolidation,60,0
11,MORTGAGE,7.8,debt_consolidation,36,0
9,OWN,21.73,debt_consolidation,36,0
11,RENT,20.88,debt_consolidation,36,0
6,OWN,6.74,debt_consolidation,60,1
6,MORTGAGE,15.91,home_improvement,36,0
11,MORTGAGE,26.36,home_improvement,36,1
11,MORTGAGE,17.01,medical,36,0
3,RENT,10.15,debt_consolidation,60,0
4,MORTGAGE,11.89,debt_consolidation,60,0
11,RENT,4.04,debt_consolidation,36,1
1,MORTGAGE,4.11,debt_consolidation,36,0
8,RENT,18.03,debt_consolidation,36,0
3,RENT,25.28,debt_consolidation,36,0
2,RENT,2.09,debt_consolidation,36,0
11,MORTGAGE,17.62,debt_consolidation,36,1
11,MORTGAGE,28.56,debt_consolidation,36,0
10,RENT,18.28,credit_card,36,1
7,MORTGAGE,14.91,debt_consolidation,60,0
7,RENT,7.1,debt_consolidation,36,0
1,MORTGAGE,11.51,credit_card,36,1
11,MORTGAGE,30.13,debt_consolidation,36,0
1,RENT,15.04,other,36,0
5,MORTGAGE,10.93,debt_consolidation,36,0
7,RENT,22.76,credit_card,36,1
7,RENT,9.06,debt_consolidation,60,0
11,MORTGAGE,5.05,home_improvement,36,0
3,MORTGAGE,13.18,debt_consolidation,60,0
10,MORTGAGE,28.92,debt_consolidation,60,0
11,RENT,10.82,debt_consolidation,36,0
3,RENT,21.57,debt_consolidation,36,0
0,RENT,7.42,credit_card,36,0
5,MORTGAGE,24.26,debt_consolidation,36,0
0,MORTGAGE,5.61,debt_consolidation,36,0
4,RENT,14.49,other,60,1
7,RENT,9.83,debt_consolidation,36,0
7,RENT,23.62,major_purchase,36,0
11,RENT,0.3,debt_consolidation,36,0
1,RENT,5.56,debt_consolidation,36,0
2,RENT,4.16,car,36,0
4,RENT,13.09,moving,60,0
1,RENT,5,car,36,0
4,RENT,7.81,other,36,0
0,MORTGAGE,21.78,debt_consolidation,36,0
7,MORTGAGE,29.49,other,60,1
4,MORTGAGE,11.85,home_improvement,36,0
6,RENT,8.09,major_purchase,36,0
11,RENT,6.59,debt_consolidation,36,0
3,MORTGAGE,9.92,debt_consolidation,36,1
1,RENT,22.87,debt_consolidation,60,1
1,MORTGAGE,14.8,credit_card,36,1
6,RENT,10.42,small_business,36,0
1,MORTGAGE,30.3,debt_consolidation,36,1
9,RENT,16.8,debt_consolidation,36,0
0,RENT,13.76,moving,36,1
11,RENT,19.04,debt_consolidation,60,0
2,RENT,20,small_business,36,0
10,MORTGAGE,3.65,debt_consolidation,36,0
11,RENT,12.44,credit_card,36,1
11,MORTGAGE,21.9,debt_consolidation,60,0
11,RENT,11.28,other,36,0
1,RENT,15.68,debt_consolidation,36,0
9,RENT,11.94,debt_consolidation,60,1
2,RENT,9.68,wedding,36,0
2,RENT,15.09,wedding,36,0
4,MORTGAGE,23.64,debt_consolidation,36,0
11,MORTGAGE,12.02,debt_consolidation,60,0
0,MORTGAGE,9.86,debt_consolidation,60,0
4,MORTGAGE,18.17,debt_consolidation,60,0
11,MORTGAGE,21.18,home_improvement,60,1
5,RENT,9.63,debt_consolidation,60,0
11,RENT,15.64,moving,36,0
9,MORTGAGE,9.63,debt_consolidation,36,0
1,OWN,24.63,debt_consolidation,36,1
0,RENT,21.82,home_improvement,36,0
2,RENT,11,major_purchase,60,1
11,RENT,6.43,other,36,1
3,MORTGAGE,21.16,debt_consolidation,60,0
9,MORTGAGE,6.12,debt_consolidation,36,0
11,OWN,1.05,debt_consolidation,60,0
5,RENT,12.6,debt_consolidation,36,0
11,MORTGAGE,23.82,debt_consolidation,36,0
11,RENT,24.21,debt_consolidation,36,1
11,MORTGAGE,23.42,debt_consolidation,60,0
9,MORTGAGE,5.14,small_business,36,0
5,RENT,17.77,other,36,0
11,MORTGAGE,11.19,debt_consolidation,60,0
11,MORTGAGE,21.87,other,36,0
9,RENT,8.9,medical,36,0
0,MORTGAGE,24.93,debt_consolidation,36,0
11,MORTGAGE,10.4,debt_consolidation,36,0
8,RENT,12.84,debt_consolidation,36,0
0,RENT,28.03,debt_consolidation,36,1
1,MORTGAGE,8.2,home_improvement,36,0
4,MORTGAGE,15.55,debt_consolidation,36,0
3,MORTGAGE,23.7,credit_card,36,0
1,MORTGAGE,19.34,debt_consolidation,36,0
11,OWN,19.02,home_improvement,36,0
4,RENT,12.86,credit_card,36,0
11,MORTGAGE,12.81,debt_consolidation,60,1
1,OWN,5.04,car,36,0
11,MORTGAGE,7.47,home_improvement,60,1
11,OWN,29.6,debt_consolidation,60,0
11,RENT,17.7,debt_consolidation,36,1
6,RENT,19.37,credit_card,36,1
6,MORTGAGE,7.41,home_improvement,60,0
4,MORTGAGE,22.6,home_improvement,36,0
6,RENT,27.97,credit_card,36,0
11,MORTGAGE,19.44,debt_consolidation,36,0
9,MORTGAGE,7.85,debt_consolidation,36,0
3,MORTGAGE,23.66,debt_consolidation,36,0
11,MORTGAGE,16.41,debt_consolidation,60,1
11,OWN,19.22,debt_consolidation,36,0
3,MORTGAGE,2.59,home_improvement,36,0
3,RENT,13.36,other,60,0
1,RENT,11.12,credit_card,60,1
11,RENT,24.8,home_improvement,36,0
11,MORTGAGE,10.24,home_improvement,60,0
1,RENT,15.36,moving,36,0
11,MORTGAGE,15.84,other,36,0
1,RENT,5.46,other,36,0
1,OWN,12.16,credit_card,36,0
1,MORTGAGE,19.78,debt_consolidation,36,0
1,RENT,12.81,debt_consolidation,36,0
11,MORTGAGE,0,home_improvement,36,0
9,RENT,14.91,debt_consolidation,36,0
7,MORTGAGE,10.55,major_purchase,60,0
7,MORTGAGE,19.6,small_business,60,1
2,MORTGAGE,31.71,other,36,0
6,RENT,8.03,small_business,60,0
11,OWN,10.8,debt_consolidation,36,0
4,RENT,16.22,debt_consolidation,36,1
0,RENT,32.27,debt_consolidation,36,0
8,RENT,3.94,debt_consolidation,36,0
1,OWN,15.91,debt_consolidation,36,0
5,OWN,32.08,debt_consolidation,60,1
11,RENT,8.6,home_improvement,36,1
3,MORTGAGE,17.38,credit_card,60,0
6,RENT,12.81,debt_consolidation,36,0
10,RENT,11.37,credit_card,36,0
8,OWN,8.55,debt_consolidation,36,0
11,MORTGAGE,13.52,home_improvement,60,1
6,MORTGAGE,15.77,debt_consolidation,36,0
11,OWN,28.98,credit_card,36,0
4,MORTGAGE,6.73,credit_card,36,0
5,OWN,13.12,debt_consolidation,36,0
11,MORTGAGE,22.45,debt_consolidation,36,1
4,MORTGAGE,19.33,home_improvement,60,0
6,RENT,16.39,credit_card,60,1
2,RENT,25.63,medical,36,0
11,MORTGAGE,15.15,debt_consolidation,60,0
3,RENT,1.6,car,60,0
11,MORTGAGE,29.2,debt_consolidation,36,1
9,MORTGAGE,9.57,small_business,36,1
7,RENT,8.06,debt_consolidation,60,0
7,RENT,20.37,credit_card,36,0
11,MORTGAGE,16.71,credit_card,36,0
11,MORTGAGE,4.73,debt_consolidation,36,0
8,MORTGAGE,7.53,credit_card,36,0
1,OWN,25.5,debt_consolidation,36,0
3,RENT,11.84,debt_consolidation,36,0
11,MORTGAGE,20.19,debt_consolidation,60,0
0,OWN,1.78,major_purchase,36,0
1,MORTGAGE,14.3,debt_consolidation,36,0
6,MORTGAGE,12.93,debt_consolidation,36,0
11,MORTGAGE,29.09,debt_consolidation,36,0
1,RENT,13.76,major_purchase,36,0
5,RENT,18.05,vacation,36,0
8,RENT,15.02,debt_consolidation,36,0
7,MORTGAGE,26.33,debt_consolidation,36,0
4,RENT,24,debt_consolidation,36,0
4,RENT,23.54,debt_consolidation,36,1
11,RENT,26.62,debt_consolidation,36,0
7,RENT,20.38,credit_card,60,0
6,MORTGAGE,16.96,other,60,0
11,RENT,7.72,debt_consolidation,36,0
10,RENT,22.26,debt_consolidation,36,0
7,RENT,16.54,debt_consolidation,36,1
11,MORTGAGE,10.7,debt_consolidation,36,0
4,RENT,16.31,debt_consolidation,36,0
4,MORTGAGE,16.87,small_business,36,0
7,RENT,20.1,debt_consolidation,36,0
3,MORTGAGE,8.39,home_improvement,36,0
0,MORTGAGE,26.48,debt_consolidation,36,1
0,RENT,15.01,debt_consolidation,36,1
4,RENT,23.99,debt_consolidation,60,1
1,RENT,24.83,debt_consolidation,36,0
10,MORTGAGE,25.06,debt_consolidation,60,0
7,MORTGAGE,21.31,debt_consolidation,60,1
0,OWN,4.91,other,36,0
5,OWN,18.18,home_improvement,36,0
0,MORTGAGE,23.36,debt_consolidation,36,0
11,OWN,14.9,credit_card,60,1
8,RENT,4.18,debt_consolidation,36,0
11,RENT,30.58,debt_consolidation,60,0
11,MORTGAGE,5.58,debt_consolidation,36,0
7,MORTGAGE,11.71,credit_card,36,0
11,MORTGAGE,17.5,home_improvement,36,0
9,MORTGAGE,26.67,debt_consolidation,36,0
4,RENT,8.55,other,36,0
11,OWN,6.92,debt_consolidation,36,0
9,MORTGAGE,15.5,debt_consolidation,36,1
1,MORTGAGE,8.1,major_purchase,36,0
8,RENT,16.05,debt_consolidation,36,0
3,MORTGAGE,13.21,small_business,36,0
1,RENT,14.82,debt_consolidation,60,0
2,MORTGAGE,10.15,other,36,0
5,RENT,14.88,major_purchase,36,0
11,MORTGAGE,18.71,debt_consolidation,36,0
10,MORTGAGE,14.64,moving,36,0
0,MORTGAGE,18.49,debt_consolidation,36,0
4,MORTGAGE,3.99,debt_consolidation,36,0
6,MORTGAGE,10.57,home_improvement,36,0
5,MORTGAGE,26.35,debt_consolidation,36,0
4,RENT,3.38,debt_consolidation,60,0
7,MORTGAGE,1.09,home_improvement,36,0
4,MORTGAGE,27.5,car,36,1
1,MORTGAGE,12.46,debt_consolidation,36,0
5,MORTGAGE,9.78,debt_consolidation,36,0
8,RENT,13.96,debt_consolidation,36,0
7,MORTGAGE,0,small_business,60,1
11,RENT,8.25,debt_consolidation,36,0
1,MORTGAGE,13.57,debt_consolidation,36,0
0,OWN,6.34,credit_card,36,0
11,RENT,26.59,debt_consolidation,36,0
7,OWN,20.49,debt_consolidation,36,0
4,OWN,11,debt_consolidation,36,0
4,OWN,7.12,home_improvement,36,0
11,MORTGAGE,18.08,debt_consolidation,60,1
9,MORTGAGE,16.06,debt_consolidation,36,0
2,MORTGAGE,14.19,car,36,0
9,MORTGAGE,17.67,debt_consolidation,36,0
1,MORTGAGE,10.41,debt_consolidation,36,0
11,RENT,34.72,debt_consolidation,60,0
8,MORTGAGE,7.17,other,36,0
1,RENT,18.4,debt_consolidation,36,1
3,RENT,10.21,credit_card,36,0
3,RENT,15.16,debt_consolidation,36,1
11,MORTGAGE,14.77,debt_consolidation,36,0
11,MORTGAGE,14.88,credit_card,60,0
5,MORTGAGE,10.78,home_improvement,36,0
3,MORTGAGE,11.65,car,36,0
11,MORTGAGE,20.99,debt_consolidation,60,0
1,RENT,25.28,debt_consolidation,60,0
11,MORTGAGE,12.61,debt_consolidation,36,0
3,MORTGAGE,12.49,debt_consolidation,36,0
3,RENT,15.45,debt_consolidation,36,0
7,RENT,11.78,debt_consolidation,36,0
1,OWN,6.39,medical,36,0
1,RENT,19.07,debt_consolidation,60,0
11,MORTGAGE,23.64,debt_consolidation,36,0
4,RENT,15.83,credit_card,36,0
4,MORTGAGE,14.27,credit_card,36,0
11,RENT,23.64,other,36,0
3,RENT,17.6,debt_consolidation,36,0
0,MORTGAGE,12.06,debt_consolidation,36,0
11,RENT,5.74,debt_consolidation,36,0
7,MORTGAGE,15.66,debt_consolidation,60,0
11,RENT,8.75,debt_consolidation,36,0
11,RENT,8.68,car,36,0
6,RENT,20.58,debt_consolidation,60,0
6,RENT,15.08,debt_consolidation,60,0
1,MORTGAGE,18.05,credit_card,36,0
9,MORTGAGE,11.62,credit_card,36,0
11,MORTGAGE,18.05,debt_consolidation,36,0
2,MORTGAGE,10.84,major_purchase,36,0
0,RENT,18.31,credit_card,36,0
11,MORTGAGE,11.04,credit_card,36,0
11,MORTGAGE,13.14,debt_consolidation,60,0
4,MORTGAGE,9.24,debt_consolidation,60,0
4,RENT,4.66,debt_consolidation,36,1
6,RENT,6.81,debt_consolidation,36,1
11,MORTGAGE,19.74,credit_card,36,0
11,MORTGAGE,20.75,debt_consolidation,60,0
3,OWN,5.66,major_purchase,36,1
1,RENT,7.53,debt_consolidation,36,0
9,RENT,20.28,debt_consolidation,36,0
7,RENT,18.64,credit_card,36,0
11,MORTGAGE,10.6,debt_consolidation,60,1
11,RENT,25.59,credit_card,36,0
2,RENT,8.62,credit_card,36,1
0,MORTGAGE,17.86,debt_consolidation,36,0
11,OWN,13.66,debt_consolidation,36,0
11,MORTGAGE,29.5,debt_consolidation,36,1
4,MORTGAGE,24.45,medical,36,0
9,RENT,11.33,other,36,0
3,RENT,5.54,credit_card,60,0
1,MORTGAGE,14.47,house,60,0
6,RENT,17.32,medical,36,1
7,MORTGAGE,10.95,debt_consolidation,36,0
11,MORTGAGE,8.8,debt_consolidation,36,0
11,MORTGAGE,11.62,debt_consolidation,36,0
7,RENT,10.75,debt_consolidation,60,1
8,MORTGAGE,31.88,credit_card,36,1
5,RENT,14.63,debt_consolidation,60,1
6,OWN,11.79,debt_consolidation,60,0
11,MORTGAGE,2.01,home_improvement,36,0
10,OWN,26.13,debt_consolidation,36,0
1,MORTGAGE,11,credit_card,36,0
3,OWN,27.32,credit_card,60,0
1,RENT,20.5,debt_consolidation,60,1
11,MORTGAGE,32.15,other,36,0
1,RENT,26.03,debt_consolidation,36,0
8,RENT,19.45,debt_consolidation,36,0
2,RENT,21.6,debt_consolidation,60,0
2,RENT,3.63,medical,36,0
11,RENT,8.49,debt_consolidation,36,1
1,RENT,16.26,credit_card,36,0
10,MORTGAGE,7.78,debt_consolidation,60,1
11,MORTGAGE,23.43,debt_consolidation,60,0
2,RENT,15.63,major_purchase,36,0
5,MORTGAGE,19.98,debt_consolidation,36,0
7,RENT,8.24,car,36,0
11,MORTGAGE,12.17,debt_consolidation,60,0
7,RENT,5.69,debt_consolidation,36,1
5,MORTGAGE,23.67,debt_consolidation,36,0
11,MORTGAGE,25.37,debt_consolidation,60,0
2,RENT,13.07,vacation,36,0
3,MORTGAGE,12.7,credit_card,36,0
5,MORTGAGE,20.08,debt_consolidation,36,0
11,RENT,18.6,debt_consolidation,36,1
1,MORTGAGE,10.65,debt_consolidation,36,0
11,MORTGAGE,15.53,debt_consolidation,60,0
11,MORTGAGE,18.6,debt_consolidation,36,0
11,RENT,23.43,home_improvement,36,0
6,RENT,6.8,debt_consolidation,36,1
6,MORTGAGE,39.88,credit_card,36,0
11,RENT,24.14,debt_consolidation,36,0
5,RENT,12.73,debt_consolidation,36,0
11,MORTGAGE,22.84,debt_consolidation,36,0
1,RENT,7.6,small_business,36,0
11,MORTGAGE,15.97,debt_consolidation,36,0
1,MORTGAGE,4.43,other,36,0
2,RENT,25.03,debt_consolidation,36,1
8,MORTGAGE,19.26,other,60,1
11,MORTGAGE,10.73,debt_consolidation,36,0
11,OWN,18.64,debt_consolidation,36,0
8,RENT,27.6,debt_consolidation,60,1
11,MORTGAGE,12.83,credit_card,60,0
4,MORTGAGE,24.15,credit_card,36,0
11,RENT,9.42,credit_card,36,0
11,MORTGAGE,27.76,debt_consolidation,60,0
11,RENT,30.28,credit_card,36,0
1,RENT,6.24,credit_card,36,0
8,RENT,14.12,credit_card,36,0
6,MORTGAGE,3.12,credit_card,36,0
11,MORTGAGE,6.46,home_improvement,60,0
11,RENT,9.25,house,36,0
0,OWN,0.42,credit_card,36,0
11,MORTGAGE,8.97,debt_consolidation,36,0
6,MORTGAGE,12.5,other,60,1
6,RENT,9.26,debt_consolidation,36,0
3,RENT,15.23,debt_consolidation,36,0
3,MORTGAGE,2.65,debt_consolidation,36,0
5,MORTGAGE,20.45,debt_consolidation,36,0
11,MORTGAGE,1.68,home_improvement,36,0
2,RENT,19.93,debt_consolidation,36,0
6,RENT,17.04,other,36,0
11,MORTGAGE,29.03,house,36,0
5,RENT,17.63,moving,36,0
5,MORTGAGE,21.41,debt_consolidation,60,0
11,RENT,21.13,debt_consolidation,36,0
3,MORTGAGE,14.51,debt_consolidation,36,0
4,MORTGAGE,16.27,debt_consolidation,36,0
8,RENT,16.48,debt_consolidation,36,0
11,MORTGAGE,13.67,credit_card,36,0
3,MORTGAGE,3.89,debt_consolidation,36,0
8,RENT,12.73,debt_consolidation,60,1
3,RENT,14.49,house,36,0
2,MORTGAGE,16.69,debt_consolidation,36,0
6,RENT,20.99,credit_card,36,0
9,MORTGAGE,16.69,debt_consolidation,60,0
2,RENT,24.27,small_business,36,1
11,MORTGAGE,26.23,medical,36,0
8,MORTGAGE,11.4,debt_consolidation,36,1
4,RENT,17.74,debt_consolidation,36,0
3,RENT,11.93,medical,36,0
11,MORTGAGE,18,car,36,0
1,MORTGAGE,23.97,debt_consolidation,36,0
5,RENT,22.68,small_business,36,0
3,RENT,15.87,credit_card,36,1
3,RENT,9.51,credit_card,36,0
9,MORTGAGE,18.1,home_improvement,36,0
9,RENT,19.02,debt_consolidation,36,1
4,RENT,24.71,other,36,1
1,MORTGAGE,11.8,home_improvement,36,0
3,RENT,5.3,house,36,0
4,MORTGAGE,18.09,other,60,1
11,RENT,8.14,debt_consolidation,36,0
10,RENT,23.73,debt_consolidation,36,0
4,RENT,9.6,small_business,60,0
6,MORTGAGE,23.2,debt_consolidation,60,1
11,MORTGAGE,33.24,debt_consolidation,36,0
1,RENT,13.71,debt_consolidation,36,0
4,MORTGAGE,13.18,debt_consolidation,36,1
11,MORTGAGE,24,credit_card,36,0
4,MORTGAGE,6.59,debt_consolidation,60,0
6,RENT,13.62,debt_consolidation,36,0
9,MORTGAGE,32.96,credit_card,36,1
11,MORTGAGE,9.38,debt_consolidation,36,0
11,RENT,11.59,debt_consolidation,36,1
4,MORTGAGE,20.8,debt_consolidation,60,1
11,MORTGAGE,26.57,credit_card,36,1
1,RENT,2.8,debt_consolidation,36,1
6,OWN,9.19,home_improvement,60,0
3,MORTGAGE,11.18,debt_consolidation,36,0
5,MORTGAGE,12.44,debt_consolidation,60,1
6,MORTGAGE,11.42,major_purchase,36,0
2,RENT,16.47,other,36,0
3,OTHER,14.86,debt_consolidation,36,0
2,MORTGAGE,9.54,other,60,0
2,RENT,17.4,small_business,36,0
7,MORTGAGE,18.18,debt_consolidation,60,1
1,MORTGAGE,17.07,home_improvement,36,0
2,MORTGAGE,18.27,credit_card,36,0
0,RENT,23.32,debt_consolidation,36,0
1,MORTGAGE,5.25,house,36,1
11,RENT,7.18,debt_consolidation,36,0
5,MORTGAGE,10.18,vacation,36,0
11,MORTGAGE,20.98,other,36,0
11,MORTGAGE,15.64,debt_consolidation,36,0
1,MORTGAGE,17.86,other,36,0
6,RENT,21.29,debt_consolidation,60,1
0,MORTGAGE,7.64,other,36,0
0,OWN,1.37,home_improvement,36,0
10,OWN,25.71,debt_consolidation,60,0
5,RENT,1.48,small_business,60,0
7,MORTGAGE,9.68,debt_consolidation,36,0
3,OWN,21.12,debt_consolidation,36,0
4,MORTGAGE,18.46,home_improvement,60,0
11,RENT,12.38,debt_consolidation,36,0
1,RENT,13.41,debt_consolidation,36,0
11,MORTGAGE,9.65,debt_consolidation,36,0
5,RENT,15.38,debt_consolidation,60,0
1,RENT,6.93,credit_card,36,0
3,MORTGAGE,27,debt_consolidation,36,0
3,RENT,26.63,credit_card,36,0
11,MORTGAGE,33.47,debt_consolidation,60,0
11,MORTGAGE,19.04,home_improvement,36,0
1,RENT,12.56,debt_consolidation,36,0
5,RENT,17.04,wedding,36,1
11,MORTGAGE,6.42,home_improvement,36,0
11,RENT,22.99,medical,36,0
11,MORTGAGE,11.16,debt_consolidation,60,0
4,RENT,7.58,debt_consolidation,36,0
11,MORTGAGE,7.32,debt_consolidation,36,0
2,MORTGAGE,25.04,debt_consolidation,36,0
11,MORTGAGE,10.52,major_purchase,36,0
4,RENT,4.91,wedding,36,0
0,MORTGAGE,33.08,home_improvement,36,1
3,RENT,8.04,debt_consolidation,36,1
5,RENT,21.07,credit_card,36,0
6,RENT,8.86,credit_card,60,0
11,MORTGAGE,24.15,debt_consolidation,60,0
3,RENT,17.1,debt_consolidation,36,0
11,MORTGAGE,4.63,debt_consolidation,36,0
11,MORTGAGE,11.33,debt_consolidation,36,0
11,OWN,4.07,home_improvement,36,0
6,OTHER,9.77,debt_consolidation,36,0
1,RENT,20.52,credit_card,36,1
6,RENT,21.31,debt_consolidation,36,0
6,RENT,17.88,debt_consolidation,36,0
7,RENT,16.98,other,36,1
4,RENT,20.74,debt_consolidation,60,0
11,RENT,8.36,credit_card,36,0
9,MORTGAGE,26.58,debt_consolidation,36,1
3,MORTGAGE,7.82,house,36,0
4,RENT,10.92,debt_consolidation,36,0
7,RENT,6.8,debt_consolidation,36,0
0,OWN,20.26,debt_consolidation,36,1
11,MORTGAGE,10.54,credit_card,36,0
6,MORTGAGE,23.8,credit_card,36,0
3,MORTGAGE,3.05,other,36,0
10,MORTGAGE,10.86,debt_consolidation,36,0
9,MORTGAGE,12.5,home_improvement,36,0
5,RENT,13,credit_card,36,0
4,RENT,9.05,credit_card,36,0
1,MORTGAGE,2.88,home_improvement,36,0
1,MORTGAGE,6.68,debt_consolidation,60,0
11,RENT,21.07,debt_consolidation,36,0
11,MORTGAGE,17.39,debt_consolidation,60,1
9,MORTGAGE,14.71,debt_consolidation,36,0
3,MORTGAGE,19.14,home_improvement,36,0
11,RENT,7.58,debt_consolidation,36,1
11,OWN,10.97,debt_consolidation,60,1
6,MORTGAGE,24.85,other,60,1
1,MORTGAGE,13.67,debt_consolidation,36,0
11,MORTGAGE,22.88,debt_consolidation,60,1
3,MORTGAGE,23.26,debt_consolidation,36,1
8,RENT,15.87,debt_consolidation,60,0
11,MORTGAGE,15.9,debt_consolidation,60,1
11,MORTGAGE,21.51,credit_card,36,1
9,OWN,18.61,debt_consolidation,36,0
5,RENT,14.9,car,36,0
11,RENT,8.43,other,36,0
3,RENT,15.14,credit_card,36,0
3,RENT,21.36,debt_consolidation,36,0
11,MORTGAGE,27.29,debt_consolidation,60,0
11,RENT,17.34,debt_consolidation,60,1
6,MORTGAGE,9.22,debt_consolidation,36,0
6,RENT,22.88,debt_consolidation,36,1
3,MORTGAGE,13.6,debt_consolidation,36,1
11,OWN,12.62,debt_consolidation,36,1
1,MORTGAGE,34.33,debt_consolidation,36,0
9,RENT,13.91,credit_card,36,0
11,MORTGAGE,13.92,debt_consolidation,60,0
11,OWN,31.38,debt_consolidation,36,0
4,MORTGAGE,16.23,debt_consolidation,60,0
7,MORTGAGE,17.45,debt_consolidation,36,0
6,MORTGAGE,15.32,credit_card,60,0
11,MORTGAGE,23.64,credit_card,36,0
6,MORTGAGE,22.71,debt_consolidation,60,0
5,MORTGAGE,23.7,debt_consolidation,36,0
3,OWN,14.12,debt_consolidation,36,0
11,RENT,0.3,major_purchase,36,0
6,MORTGAGE,11.8,debt_consolidation,36,0
7,MORTGAGE,15.41,credit_card,36,0
2,OWN,23.97,credit_card,36,1
6,MORTGAGE,15.31,debt_consolidation,36,0
2,RENT,3.69,debt_consolidation,60,0
10,MORTGAGE,8.8,debt_consolidation,36,0
3,MORTGAGE,18.78,home_improvement,36,0
11,MORTGAGE,14.83,credit_card,60,1
11,MORTGAGE,11.45,home_improvement,36,0
2,RENT,0.34,other,36,0
11,MORTGAGE,11.06,debt_consolidation,36,0
7,MORTGAGE,4.75,major_purchase,60,0
5,MORTGAGE,16.35,credit_card,60,0
2,RENT,16.73,debt_consolidation,36,0
3,RENT,5.04,debt_consolidation,36,0
9,MORTGAGE,2.54,debt_consolidation,36,0
3,RENT,7.48,house,36,0
11,MORTGAGE,14.81,debt_consolidation,36,0
9,MORTGAGE,11.88,credit_card,60,0
11,MORTGAGE,22.92,credit_card,60,1
11,MORTGAGE,26.9,debt_consolidation,60,0
0,MORTGAGE,17.05,debt_consolidation,36,1
4,RENT,14.92,credit_card,36,0
6,RENT,5.68,other,36,0
1,MORTGAGE,23.54,moving,36,1
3,RENT,19.07,debt_consolidation,36,0
11,RENT,17.98,credit_card,60,1
5,MORTGAGE,16.76,debt_consolidation,36,0
11,OWN,26.85,major_purchase,36,0
8,RENT,19.53,debt_consolidation,60,1
1,MORTGAGE,15.02,debt_consolidation,36,0
5,RENT,1.88,home_improvement,36,0
11,MORTGAGE,12.26,debt_consolidation,60,0
2,RENT,23.08,debt_consolidation,36,0
11,MORTGAGE,11.93,home_improvement,60,0
7,MORTGAGE,15.69,major_purchase,36,0
11,MORTGAGE,27.62,debt_consolidation,36,0
1,MORTGAGE,10.67,debt_consolidation,36,0
2,MORTGAGE,18.77,debt_consolidation,36,0
11,MORTGAGE,14,debt_consolidation,36,1
6,MORTGAGE,31.2,home_improvement,36,0
1,RENT,3.14,vacation,36,0
11,MORTGAGE,19.59,credit_card,60,1
6,MORTGAGE,22.52,debt_consolidation,36,1
11,RENT,23.39,debt_consolidation,36,0
3,RENT,17.9,major_purchase,36,0
2,RENT,12.78,debt_consolidation,36,0
11,MORTGAGE,22.66,debt_consolidation,36,1
1,MORTGAGE,13.34,other,36,1
3,RENT,10.59,debt_consolidation,36,0
11,RENT,19.01,debt_consolidation,60,1
